Business_Area,Country_Desc,Company_Nam,Cust_ID,Material_ID,month,Year,Quantity,Revenue
BA-E Service,Latvia,PL10 - ATT,2997,4400,10,2015,3,108.35
BA-E Service,Italy,2900 - ATT,730,5833,11,2016,0,1.54
BA-E Service,Japan,8700 - ATT,1927,5605,11,2016,0,2.13
BA-E New Machines,China,4500 - ATT,418,5993,2,2015,0,0
BA-E Service,Germany,DE10 - ATT,377,3932,5,2015,10,28.59
BA-E Service,United States,6500 - ATT,2140,5605,4,2015,0,524.2
BA-E Service,Italy,4500 - ATT,388,892,2,2016,20,87.14
BA-E Service,Germany,4900 - ATT,662,256,5,2016,1,146.17
NULL,Argentina,NULL,398,6275,2,2017,3000,32130
BA-E Service,Argentina,AR10 - ATT,938,2558,8,2015,1,53.35
BA-E Service,United States,US50 - ATT,3451,1994,2,2015,4,839.01
BA-E Service,United States,US20 - ATT,1733,5100,12,2016,3,585.44
NULL,United States,NULL,760,6275,1,2014,0,107738.8
NULL,United States,NULL,388,6275,3,2014,15000,0
BA-E New Machines,Austria,DE10 - ATT,3416,4208,9,2015,2,429.06
BA-E New Machines,Turkey,4900 - ATT,2117,6085,12,2016,1,2495.77
BA-E Service,Denmark,1110 - ATT,355,6186,2,2016,37750,2021512
BA-E Service,United States,US45 - San,2716,5669,3,2016,0,1021.86
BA-E New Machines,Switzerland,NL50 - Roya,408,3201,10,2015,70,2288.7
BA-E New Machines,Belgium,DE10 - ATT,377,3686,8,2016,32,498.56
BA-E New Machines,United States,US10 - ATT,2770,2760,3,2015,1,45.61
BA-E Service,Italy,2900 - ATT,725,5860,12,2016,0,41.34
BA-E Service,United States,US32 - ATT,1119,3065,7,2015,3,720.56
BA-E Service,United States,US20 - ATT,3135,4784,4,2016,3,550.05
BA-E Service,Austria,6300 - ATT,525,575,10,2016,2,5.1
BA-E Service,Greece,4500 - ATT,2351,951,11,2015,12,68.4
BA-E Service,Poland,4500 - ATT,418,1035,8,2015,3,17.85
BA-E Service,United States,3010 - ATT,3461,1901,5,2016,1000,5227
BA-E Service,Lithuania,PL10 - ATT,562,3684,12,2015,4,49.88
BA-E Service,United States,US10 - ATT,750,2947,7,2016,2,29.27
BA-E Service,India,4500 - ATT,418,1531,4,2016,2,376.89
BA-E New Machines,France,FR50 - ATT,1163,5135,1,2015,1,0.38
BA-E Service,Dominican Republic,6500 - ATT,746,1322,12,2016,7,329.07
BA-E New Machines,New Zealand,NZ10 - ATT,3287,4744,5,2016,0,0
BA-E Service,Netherlands,7500 - ATT,1365,1348,9,2015,4,0
NULL,Germany,NULL,2575,6275,12,2016,0,830
BA-E Service,Germany,DK10 - ATT,377,3455,2,2015,0,0.94
BA-E Service,Netherlands,4500 - ATT,1182,1344,9,2016,4,253.96
BA-E Service,Poland,NL50 - Roya,377,3222,10,2015,36,341.28
NULL,NULL,DE10 - ATT,2442,5158,9,2015,0,0
BA-E Service,Germany,DE15 - ATT,1156,5258,1,2016,1,12.04
BA-E Service,Netherlands,7500 - ATT,547,677,6,2016,2,45.12
BA-E Service,Canada,6500 - ATT,388,1638,11,2015,1,129.83
BA-E Service,Germany,DE15 - ATT,490,4054,2,2016,2,17.22
BA-E New Machines,Canada,CA50 - ATT,1294,2257,5,2016,0,233.65
BA-E Service,Austria,AT10 - ATT,2706,2399,10,2015,1,23.18
BA-E Service,Italy,2900 - ATT,1025,732,2,2015,1,57.13
BA-E Service,France,DE10 - ATT,377,3582,11,2016,24,54.22
BA-E Service,United Kingdom,UK01 - ATT,2733,219,3,2015,4,141.26
BA-E Service,France,9300 - ATT,1439,1043,7,2015,1,122.61
BA-E Service,Bulgaria,6300 - ATT,1832,383,3,2015,1,568.49
NULL,Ireland,NULL,401,6275,11,2015,32000,0
BA-E Service,Germany,2010 - ATT,1196,6174,12,2016,1000,1200
BA-E New Machines,Spain,4500 - ATT,4,5970,6,2015,0,75000
BA-E Service,United States,US20 - ATT,573,5104,8,2015,2,574.01
BA-E New Machines,Russian Federation,RU01 - LLCÃ,63,2654,5,2016,2,274.31
BA-E Service,Italy,4500 - ATT,388,741,11,2016,2,6.64
BA-E Service,Japan,8700 - ATT,1558,1636,11,2016,0,3.01
BA-E Service,Germany,DE15 - ATT,2405,1422,12,2016,1,22.41
BA-E Service,Spain,6700 - ATT,2199,334,10,2016,1,0
BA-E Service,Belgium,BE10 - ATT,3063,1406,4,2016,1,38.74
NULL,Netherlands,NULL,398,6275,6,2016,8000,0
BA-E Service,Switzerland,4900 - ATT,511,1618,1,2016,8,17.83
BA-E New Machines,Italy,DE12 - ATT,515,4878,5,2015,1,54.33
BA-E New Machines,Germany,2010 - ATT,3501,6195,11,2016,10000,911076
BA-E Service,United States,US20 - ATT,1469,5045,2,2016,1,337.29
BA-E Service,Germany,DE15 - ATT,1184,4054,4,2016,2,16.74
BA-E New Machines,United States,US10 - ATT,3080,4675,6,2015,2,27.78
BA-E Service,Brazil,BR10 - ATT,3468,3981,8,2016,1,28.44
BA-E Service,Indonesia,8100 - ATT,2666,5408,1,2016,1,1762.99
BA-E Service,Poland,PL10 - ATT,2612,4493,5,2016,2,71.55
BA-E Service,Canada,3010 - ATT,1411,6232,12,2016,2000,7882
BA-E Service,Lithuania,PL10 - ATT,562,4406,2,2016,18,212.09
BA-E Service,Netherlands,NL10 - ATT,1521,3527,9,2015,25,84.96
BA-E New Machines,France,FR50 - ATT,736,3910,1,2016,1,99.88
BA-E Service,United States,6500 - ATT,1261,1737,9,2015,0,3737.7
BA-E Service,Japan,8700 - ATT,1729,1003,6,2015,50,6.79
NULL,NULL,DE10 - ATT,2442,3857,4,2016,0,0
BA-E Service,United Kingdom,1210 - ATT,3375,6146,6,2016,8000,13529
BA-E New Machines,Poland,PL10 - ATT,769,4075,4,2016,31,4944.74
BA-E Service,United States,US10 - ATT,2769,4707,3,2016,6,68.18
BA-E Service,United States,6500 - ATT,2963,587,2,2016,1,2.55
BA-E Service,Germany,4500 - ATT,382,1365,7,2015,1,4.04
BA-E Service,Canada,US10 - ATT,377,4755,5,2016,1,6.88
BA-E Service,Spain,ES10 - ATT,169,992,11,2015,10,13.3
BA-E Service,United States,US43 - ATT,1494,2978,6,2015,12,81.11
NULL,Germany,2010 - ATT,3505,6182,3,2016,4250,29325
BA-E Service,Iraq,4500 - ATT,389,1242,5,2015,2,103.63
BA-E Service,Japan,8700 - ATT,2462,449,10,2015,0,1.49
NULL,United States,NULL,1614,6275,10,2016,1000,8511.02
BA-E Service,Germany,4900 - ATT,1067,932,9,2016,20,73.4
BA-E Service,Netherlands,DE10 - ATT,377,3736,9,2015,800,552.4
BA-E Service,Switzerland,CH10 - ATT,2189,4879,7,2015,1,22.8
BA-E New Machines,Netherlands,7500 - ATT,1897,5631,6,2016,0,-7800
BA-E Service,Germany,AT10 - ATT,377,4611,12,2016,1,16.24
BA-E New Machines,United Kingdom,UK01 - ATT,441,5457,4,2016,1,97.49
BA-E Service,Netherlands,4500 - ATT,418,1171,7,2016,24,93.08
BA-E Service,United States,US10 - ATT,15,5001,1,2015,9,932.23
BA-E New Machines,Switzerland,CH10 - ATT,3110,2492,12,2016,35,1258.73
BA-E Service,Russian Federation,RU01 - LLCÃ,71,3933,4,2015,2,153.3
BA-E Service,Germany,DE15 - ATT,1482,4119,6,2016,2,15.5
BA-E New Machines,China,4500 - ATT,418,1790,10,2016,0,0
BA-E Service,Japan,8700 - ATT,1816,530,10,2015,2,0.21
BA-E Service,Greece,DE12 - ATT,3475,245,11,2016,20,42.2
BA-E New Machines,Canada,CA50 - ATT,1193,2253,9,2016,1,0
BA-E Service,Austria,AT10 - ATT,2186,1419,4,2016,1,7.64
BA-E New Machines,Italy,1510 - ATT,1488,6210,5,2016,1000,100
BA-E Service,Hong Kong,8500 - ATT,3328,92,6,2016,4,324.43
BA-E Service,Germany,4900 - ATT,3236,880,4,2016,1,4
BA-E Service,New Zealand,NZ10 - ATT,2112,5415,12,2015,5,34.22
BA-E Service,Germany,4900 - ATT,2240,5623,8,2015,0,48.06
BA-E Service,Brazil,2900 - ATT,2329,5884,2,2015,18,509.98
BA-E Service,Germany,4900 - ATT,2756,1115,10,2016,1,391.02
BA-E Service,Germany,2900 - ATT,391,5844,3,2016,24,129.86
BA-E Service,United States,US45 - San,2567,2953,7,2016,1,49.89
BA-E New Machines,Russian Federation,DE10 - ATT,2055,3939,4,2015,6,66.24
BA-E Service,Netherlands,7500 - ATT,2919,925,5,2016,0,18.36
BA-E Service,Canada,CA10 - ATT,869,1368,5,2016,10,3.62
BA-E Service,Netherlands,NL10 - ATT,2098,5719,6,2016,0,35
BA-E Service,United States,US45 - San,601,3009,9,2016,1,12.74
BA-E Service,Canada,CA50 - ATT,181,1943,11,2015,3,42.79
BA-E New Machines,Germany,DE15 - ATT,1106,3303,8,2015,213,437.05
BA-E Service,New Zealand,NZ30 - ATT,377,5492,6,2016,28,1048.73
BA-E Service,United Kingdom,6100 - ATT,2326,5625,9,2015,3,103.32
BA-E New Machines,France,DE10 - ATT,377,4339,3,2015,2,70.58
BA-E Service,United States,US10 - ATT,2631,415,7,2015,2,264.97
NULL,Czech Republic,NULL,398,6275,6,2015,0,79450
BA-E Service,Greece,4500 - ATT,1183,1655,4,2015,10,2716.8
BA-E Service,Singapore,8100 - ATT,3520,1013,1,2016,3,1.69
BA-E New Machines,Brazil,DE10 - ATT,376,3707,8,2015,2,47.92
BA-E Service,United States,CA50 - ATT,377,2116,1,2015,25,4570.73
BA-E New Machines,Germany,DE10 - ATT,1106,4535,2,2015,2,960.54
BA-E Service,Canada,6600 - ATT,2874,969,5,2015,4,285.7
BA-E Service,Germany,4900 - ATT,418,5605,11,2016,0,162.62
BA-E New Machines,Germany,DE15 - ATT,466,3605,2,2015,80,13904.75
BA-E Service,Germany,DE15 - ATT,1233,3900,3,2015,1,34.55
BA-E Service,United States,6500 - ATT,2732,971,11,2016,1,388.53
BA-E Service,Japan,8700 - ATT,1629,277,5,2016,0,0.25
BA-E New Machines,Switzerland,CH10 - ATT,1658,5704,3,2015,0,140.45
BA-E New Machines,United States,US10 - ATT,1711,3089,2,2016,12,39.9
NULL,United States,NULL,388,6275,7,2014,2000,25724
BA-E Service,Brazil,BR10 - ATT,1389,2513,3,2015,13,20.85
BA-E Service,United States,DE10 - ATT,377,1607,4,2015,10,19.4
BA-E Service,India,8300 - ATT,2828,5877,8,2016,2,367.32
BA-E Service,Spain,DE10 - ATT,377,4759,3,2015,2,3.98
BA-E Service,United States,US10 - ATT,808,5002,1,2015,6,24482.34
BA-E New Machines,Australia,AU10 - ATT,975,1368,11,2015,6,1.65
BA-E New Machines,United States,US10 - ATT,631,3051,8,2016,5,40.97
BA-E New Machines,United States,US10 - ATT,392,3043,2,2015,308,8.33
NULL,China,NULL,398,6275,12,2016,1000,1115.33
BA-E Service,Germany,DE15 - ATT,1157,5216,7,2015,10,144.5
BA-E Service,Canada,CA10 - ATT,869,2923,7,2015,6,42.07
BA-E Service,United States,US45 - San,1731,3031,12,2015,1,21.63
BA-E Service,United States,US10 - ATT,428,5041,10,2016,2,144.34
BA-E New Machines,Netherlands,NL10 - ATT,2339,3491,12,2016,1,17.92
BA-E Service,Russian Federation,DE10 - ATT,2055,5251,8,2016,1,32.4
BA-E Service,United States,US10 - ATT,1604,4403,6,2015,24,851.35
NULL,France,NULL,398,6275,6,2014,0,4264456
BA-E Service,United States,US45 - San,1135,5668,7,2015,0,1616.86
BA-E New Machines,Canada,CA10 - ATT,2035,2776,2,2015,2,22.9
BA-E Service,Japan,DE10 - ATT,377,3681,3,2016,20,71.6
BA-E Service,Germany,4500 - ATT,418,148,10,2016,2,0
BA-E New Machines,Germany,DE10 - ATT,377,4150,4,2015,0,0
NULL,NULL,NL50 - Roya,2442,3343,6,2016,0,0
BA-E Service,United States,US10 - ATT,3101,4997,9,2015,1,1124.06
BA-E Service,Poland,4500 - ATT,418,5344,4,2016,1,12381.57
BA-E Service,Argentina,AR10 - ATT,204,2576,1,2016,1,258.85
BA-E New Machines,Japan,8700 - ATT,3224,6089,3,2017,1,1883.87
BA-E Service,Russian Federation,RU01 - LLCÃ,62,4634,3,2016,112,2597
BA-E Service,New Zealand,NZ10 - ATT,2169,2659,5,2016,4,95.7
BA-E New Machines,Germany,DE15 - ATT,3352,4335,12,2015,1,226.5
BA-E Service,Italy,2900 - ATT,1143,5632,10,2016,0,265.2
BA-E Service,Switzerland,CH10 - ATT,3445,4471,4,2015,5,31.79
BA-E Service,India,4500 - ATT,418,1178,10,2015,4,254.16
BA-E Service,Austria,DE10 - ATT,362,3702,2,2015,1,56.98
BA-E Service,Mexico,5200 - ATT,2841,1323,5,2016,6,235.8
BA-E Service,Germany,8800 - ATT,418,1530,12,2015,1,1235.95
BA-E New Machines,Netherlands,1010 -ATT,2056,6195,3,2016,1000,22642
BA-E Service,United States,4500 - ATT,388,226,8,2016,4,4.56
BA-E Service,Venezuela,4500 - ATT,407,5345,2,2015,2,1029.98
BA-E Service,Malaysia,8100 - ATT,418,1272,5,2015,1,170.53
BA-E Service,Canada,US10 - ATT,377,385,7,2015,1,5.15
BA-E New Machines,Ecuador,DE12 - ATT,2540,3823,6,2015,32,103.2
BA-E Service,United States,US45 - San,1110,5677,3,2017,0,76.32
BA-E Service,Bulgaria,4500 - ATT,365,780,2,2016,1,5.94
BA-E Service,Italy,DE12 - ATT,515,1507,7,2016,4,3.08
BA-E New Machines,Poland,DE10 - ATT,377,4131,12,2015,1,47.18
BA-E Service,Portugal,6700 - ATT,418,5634,4,2017,0,2175
BA-E Service,Germany,4900 - ATT,2752,1919,11,2015,1,7529
BA-E Service,United States,US10 - ATT,2379,2746,1,2015,6,6.56
BA-E Service,Germany,US10 - ATT,377,2917,3,2015,0,0
BA-E Service,France,9300 - ATT,3541,606,4,2016,1,12.09
NULL,NULL,FR20 - ATT,2442,2445,1,2016,0,0
BA-E Service,Poland,DE10 - ATT,377,3861,3,2015,5,27.37
BA-E New Machines,Russian Federation,DE10 - ATT,2055,3866,11,2015,1,792.51
BA-E Service,Germany,DE10 - ATT,377,500,9,2016,120,66.62
BA-E New Machines,Germany,DE10 - ATT,377,3481,6,2015,8,0
BA-E Service,China,8500 - ATT,2010,835,2,2016,9,57.12
NULL,China,NULL,398,6275,11,2014,26000,12069.76
BA-E New Machines,France,FR50 - ATT,906,4459,5,2016,2,13.95
NULL,United States,NULL,2375,6275,10,2016,0,185046.08
BA-E New Machines,Curacao,7500 - ATT,1173,6046,11,2015,0,0
BA-E Service,Singapore,4500 - ATT,418,2215,7,2016,1,241.59
BA-E Service,Austria,4500 - ATT,365,1314,2,2015,1,283.41
BA-E Service,Poland,PL10 - ATT,957,4499,6,2015,5,12.47
BA-E New Machines,France,DE10 - ATT,377,389,5,2015,16,10.56
BA-E Service,Austria,4500 - ATT,365,1094,5,2015,2,12.08
BA-E Service,Denmark,4500 - ATT,418,1036,10,2015,10,27.64
BA-E New Machines,Germany,DE10 - ATT,377,4395,9,2016,3,1014.45
BA-E Service,Japan,CA50 - ATT,894,1989,8,2015,2,149.93
BA-E Service,United States,US20 - ATT,1793,5097,6,2016,2,594.69
BA-E Service,Netherlands,7100 - ATT,50,1214,5,2015,8,43.97
BA-E New Machines,Germany,DE10 - ATT,377,1496,5,2016,125,304.57
BA-E New Machines,Germany,DE15 - ATT,1985,5307,5,2016,1,74.63
BA-E Service,India,8300 - ATT,453,5778,5,2016,1,632.26
BA-E New Machines,Australia,AU10 - ATT,970,4516,9,2016,1,29.76
BA-E Service,Germany,DE15 - ATT,1545,6130,12,2015,0,0
BA-E Service,Belgium,7000 - ATT,241,5625,5,2016,0,650
BA-E New Machines,France,FR50 - ATT,3015,4388,11,2015,4,100.4
BA-E New Machines,Norway,DE10 - ATT,377,4349,12,2016,4,1223.68
NULL,United Kingdom,NULL,1724,6275,6,2016,20000,162762
BA-E Service,United States,US45 - San,909,3118,9,2016,6,384.89
BA-E New Machines,Greece,DE12 - ATT,3475,3630,11,2015,6,371.57
BA-E Service,Argentina,AR10 - ATT,1388,2519,5,2015,2,50.66
BA-E Service,United Kingdom,6100 - ATT,1514,418,3,2016,2,759.53
BA-E Service,Germany,DE15 - ATT,1563,3804,2,2015,6,10.56
BA-E New Machines,Netherlands,NL10 - ATT,1267,4334,3,2016,0.5,137.04
BA-E Service,Spain,4500 - ATT,418,881,6,2016,1,4.01
BA-E New Machines,Germany,DE10 - ATT,377,3865,4,2016,6,1635.36
BA-E Service,United States,US50 - ATT,1822,2022,5,2015,2,59.27
BA-E New Machines,NULL,NULL,2442,6275,12,2016,1000,6545
NULL,United States,NULL,898,6275,10,2015,3000,202742.53
BA-E New Machines,United States,US10 - ATT,2256,3099,7,2015,3,120.7
BA-E Service,Sweden,4500 - ATT,409,567,5,2016,2,0.81
BA-E Service,Turkey,4500 - ATT,418,164,1,2015,5,1.09
BA-E New Machines,Brazil,BR10 - ATT,195,6275,3,2015,1,3959.48
BA-E New Machines,Latvia,DE10 - ATT,377,3756,12,2016,128,14.7
BA-E Service,Pakistan,7900 - ATT,1668,1273,3,2016,5,2313.98
BA-E Service,United States,US10 - ATT,420,5007,12,2016,5,172.61
BA-E Service,China,4500 - ATT,418,2238,3,2016,20,271.41
BA-E Service,United States,4500 - ATT,388,924,4,2015,24,424.8
BA-E Service,Mexico,5200 - ATT,2658,193,12,2016,20,566.66
BA-E Service,United States,6500 - ATT,1121,5615,9,2015,0,25.6
BA-E Service,United States,US10 - ATT,2580,4815,4,2016,4,30.86
BA-E New Machines,Australia,AU10 - ATT,3075,4353,5,2015,1,0.64
NULL,NULL,PL10 - ATT,2442,4626,2,2015,0,0
NULL,China,NULL,398,6275,9,2015,225000,16131.41
BA-E New Machines,United Kingdom,DE10 - ATT,377,5131,6,2015,8,0.32
BA-E Service,France,4500 - ATT,419,920,8,2016,2,51.35
BA-E Service,Italy,2900 - ATT,3189,700,3,2015,1,3.05
BA-E Service,France,DE10 - ATT,377,3680,3,2016,30,175.34
BA-E Service,Brazil,BR10 - ATT,855,6275,8,2016,6,163.48
BA-E Service,Singapore,4500 - ATT,418,1477,10,2016,26,546.78
BA-E Service,Indonesia,4500 - ATT,418,1086,4,2016,3,25.11
BA-E Service,Germany,DE15 - ATT,259,2379,4,2016,1,22.81
BA-E New Machines,Israel,DE10 - ATT,377,4330,8,2015,20,68
BA-E Service,China,4500 - ATT,418,2224,5,2015,1,412.18
BA-E Service,Netherlands,7500 - ATT,2866,267,12,2016,0,708.88
BA-E Service,United States,US10 - ATT,3509,4866,10,2016,1,560.58
BA-E Service,Austria,4500 - ATT,365,769,3,2016,2,139.78
BA-E Service,United Kingdom,8500 - ATT,285,849,6,2015,5,16.35
BA-E New Machines,United Kingdom,4500 - ATT,3128,5921,4,2015,0,0
BA-E Service,Philippines,4500 - ATT,418,1600,5,2015,1,1.28
BA-E New Machines,Netherlands,NL10 - ATT,1042,4326,5,2016,5.2,18.81
BA-E Service,Denmark,4500 - ATT,418,744,2,2016,12,15.84
BA-E Service,Italy,4500 - ATT,388,1143,9,2016,1,37.52
BA-E Service,United States,US10 - ATT,1906,4882,8,2015,5,87.56
BA-E Service,Germany,4500 - ATT,2730,1349,4,2016,2,203.84
BA-E Service,United States,US45 - San,494,2998,5,2015,1,40.57
BA-E Service,Russian Federation,6700 - ATT,382,486,3,2016,4,0
BA-E Service,Russian Federation,4500 - ATT,418,593,8,2015,3,110.26
BA-E New Machines,United States,US10 - ATT,1604,2785,4,2015,1,294.82
BA-E Service,France,9300 - ATT,2844,281,6,2016,2,13.02
BA-E Service,China,8800 - ATT,3218,1642,10,2016,0,0
BA-E Service,Germany,4500 - ATT,2348,956,7,2015,4,225.32
BA-E Service,Argentina,AR10 - ATT,2130,2539,9,2016,3,37.75
BA-E Service,Argentina,AR10 - ATT,685,1470,9,2015,10,22.31
BA-E Service,United States,6500 - ATT,1570,255,2,2016,1,429.87
BA-E Service,United Kingdom,DE10 - ATT,377,4091,6,2015,62,187.24
BA-E New Machines,Spain,ES10 - ATT,3398,3551,11,2015,10,350.79
BA-E Service,Germany,DE15 - ATT,489,3642,2,2015,3,40.59
BA-E Service,Germany,DE10 - ATT,418,5555,3,2016,170,185.3
BA-E Service,Austria,DE10 - ATT,362,3831,4,2016,2,2.94
NULL,China,NULL,412,6275,3,2014,10000,198510
BA-E Service,New Zealand,NZ20 - Farm,2571,2665,4,2015,1,145.6
BA-E New Machines,Netherlands,NL50 - Roya,3245,3211,11,2016,40,130.56
BA-E Service,France,4500 - ATT,419,218,6,2015,6,683.42
BA-E Service,Austria,AT10 - ATT,1999,3808,3,2015,1,14.74
BA-E Service,China,9400 - ATT,388,2238,5,2015,150,315
BA-E Service,Monaco,4500 - ATT,419,1081,6,2015,7,135.95
BA-E Service,United Kingdom,DE10 - ATT,377,5128,3,2015,2,6.3
BA-E Service,United States,US50 - ATT,1821,2129,9,2016,1,69.44
BA-E Service,United States,US45 - San,3164,2996,9,2015,1,58
BA-E Service,Latvia,4500 - ATT,365,1384,9,2015,6,131.43
BA-E Service,Germany,9400 - ATT,418,2274,2,2016,100,480
NULL,Germany,NULL,418,6275,5,2014,0,664110
BA-E Service,Germany,4500 - ATT,782,1587,9,2016,8,28.45
BA-E Service,Netherlands,7500 - ATT,2102,209,10,2016,1,49.9
BA-E Service,France,4500 - ATT,419,931,2,2015,1,21.96
BA-E New Machines,China,4500 - ATT,418,2176,8,2015,0,0
BA-E Service,Italy,4500 - ATT,388,5382,5,2016,4,342.78
BA-E Service,Russian Federation,4500 - ATT,418,191,12,2016,2,70.09
BA-E Service,France,4500 - ATT,419,935,4,2016,3,17.03
BA-E Service,United States,3010 - ATT,1813,1879,3,2016,1000,48292
BA-E New Machines,Germany,DE10 - ATT,1168,4796,6,2015,40,733.2
BA-E Service,Latvia,6330 - ATT,550,2340,7,2015,4,765.16
BA-E New Machines,France,FR50 - ATT,251,3466,12,2016,12,107.06
BA-E New Machines,United States,US10 - ATT,1892,2874,12,2015,1,7.72
BA-E New Machines,United States,US50 - ATT,3451,2007,7,2016,3,1326.34
BA-E Service,Canada,CA10 - ATT,3277,4969,4,2015,9,1636.69
BA-E New Machines,New Zealand,NZ10 - ATT,1871,5437,12,2015,0,0
BA-E Service,Norway,1120 - ATT,2425,1827,5,2016,4000,5010551
BA-E Service,United States,US10 - ATT,1235,2927,8,2015,6,231.76
NULL,United States,NULL,3182,6275,3,2014,0,635.3
BA-E New Machines,Spain,DE10 - ATT,377,4372,6,2015,20,2.6
BA-E Service,Ireland,4500 - ATT,418,450,9,2016,2,198.74
BA-E New Machines,United States,DE10 - ATT,377,4519,11,2016,2,119.46
NULL,Colombia,NULL,361,6275,10,2016,0,625708
NULL,France,NULL,798,6275,5,2015,4000,21312
BA-E New Machines,United States,US45 - San,2620,5684,10,2015,0,7.77
BA-E Service,France,9300 - ATT,1190,1718,6,2015,8,2.72
NULL,Poland,NULL,415,6275,6,2016,0,-10165
BA-E New Machines,Germany,DE15 - ATT,3491,4794,11,2016,1,2842.88
NULL,Canada,NULL,388,6275,1,2016,10000,25270
BA-E New Machines,United Kingdom,UK01 - ATT,786,1357,6,2016,18,0
BA-E Service,Canada,CA50 - ATT,1246,1942,6,2016,4,118.85
BA-E Service,Germany,FR20 - ATT,377,2388,11,2016,1,57.99
BA-E Service,Denmark,7100 - ATT,1180,5602,2,2015,0,33.18
BA-E Service,Germany,4900 - ATT,1922,1135,8,2016,1,118.44
BA-E Service,United Kingdom,4500 - ATT,388,1384,3,2015,2,37.34
BA-E Service,China,8600 - ATT,1103,1119,1,2015,4,0
BA-E Service,France,FR50 - ATT,1277,5181,11,2016,0,-25.9
BA-E Service,Russian Federation,4500 - ATT,418,895,4,2015,3,73.14
NULL,China,NULL,398,6275,4,2017,1000,673.25
BA-E New Machines,Thailand,8100 - ATT,3095,1292,3,2015,10,0
BA-E Service,France,FR50 - ATT,853,4116,4,2015,10,0
BA-E New Machines,United States,US10 - ATT,1820,4774,2,2015,1,29.92
NULL,Poland,NULL,415,6275,2,2016,10000,19810
BA-E Service,Egypt,4500 - ATT,419,5385,10,2015,1,47.88
BA-E New Machines,Netherlands,1010 -ATT,2272,6279,6,2016,1000,1038520
BA-E Service,Ireland,4500 - ATT,418,824,5,2015,1,2.11
BA-E Service,Germany,DE15 - ATT,2192,4332,4,2015,7,298.62
BA-E Service,United Kingdom,UK01 - ATT,369,2629,6,2015,2,16.31
BA-E Service,Hungary,4210 - ATT,2441,295,10,2015,1,0.09
BA-E Service,Switzerland,4500 - ATT,383,753,7,2016,2,241.01
BA-E Service,Greece,4500 - ATT,418,963,3,2015,1,5.95
NULL,NULL,DE10 - ATT,2442,3644,11,2016,0,0
BA-E Service,United States,US10 - ATT,1321,1561,3,2015,4,2.05
BA-E Service,Germany,4900 - ATT,1220,193,6,2015,1,9.44
NULL,NULL,DE10 - ATT,2442,5189,6,2017,0,0
BA-E New Machines,Germany,DE15 - ATT,665,3255,11,2016,5,1307.6
BA-E Service,United States,US10 - ATT,428,5042,10,2016,3,1343.34
NULL,Netherlands,1010 -ATT,2413,6184,4,2016,3580,23628
BA-E New Machines,Finland,NL50 - Roya,2211,3364,8,2016,224,9364.25
BA-E Service,France,1310 - ATT,3105,1792,11,2016,8000,2888
BA-E Service,Hungary,2610 - ATT,2150,1895,9,2016,3000,11678
BA-E Service,Netherlands,1010 -ATT,2913,6186,11,2016,85000,64600
NULL,Germany,NULL,1836,6275,2,2015,0,150
BA-E Service,United States,US20 - ATT,1432,5078,10,2016,3,106.47
BA-E New Machines,France,DE10 - ATT,184,2584,7,2015,4,46.99
BA-E Service,Philippines,4500 - ATT,418,906,2,2016,2,37.26
BA-E Service,Netherlands,7500 - ATT,2961,5348,7,2016,1,29.29
BA-E New Machines,China,CN01 - ATT,2363,2061,12,2016,2,423.59
BA-E New Machines,Belgium,1020 - ATT,3242,6159,3,2016,6000,0
BA-E Service,United States,6500 - ATT,1090,5755,2,2016,1,2057.42
BA-E Service,Germany,DE15 - ATT,3496,3764,10,2015,30,309
